Fecha,Product/ Platform,Component Code,Problem Description,Volume,SQ,In Process- NDF,FPY,CAL,Warehouse,Dealer,SIR 1 MIS,n.,PPM,R=1:5,$,Min,$,$ TOTAL,R=1:5,R=1:10,1,3,5,30,35,40,48,Priority
ago - dic 2019,,ARNES ACTUADOR,Trozado / Roto,"109,784",1,3,5,0,0,0,3,12,109,5,1.26,20,1.24,2.5,3,4,1,9,25,0,0,0,144,"10,740"
ago - dic 2019,,ARNES ACTUADOR,Desconectado,"109,784",0,1,0,0,0,0,3,4,36,5,1.26,20,1.24,2.5,3,4,0,3,0,0,0,0,144,"8,820"
ago - dic 2019,,ARNES ACTUADOR,Enredado / atrapado,"109,784",0,1,3,0,0,0,0,4,36,5,1.26,20,1.24,2.5,3,4,0,3,15,0,0,0,0,"1,080"
oct - dic 2018,,ARNES ACTUADOR,Roto,140470,0,0,0,0,0,0,1,1,7,,,,,,,,,,,,,,,
oct - dic 2018,,Arnés ACU,abierto,140470,0,0,0,0,0,0,1,1,7,1,,,0,0,,,0,0,0,0,0,0,48,0
oct - dic 2018,,Arnés ACU,desconectado / mal ensamble,140470,0,1,2,0,0,0,1,4,28,4,,,0,0,,,0,3,10,0,0,0,48,0
oct - dic 2018,,Arnés ACU,Clip negro sin ensamblar,140470,0,5,7,1,0,0,0,13,93,,,,,,,,,,,,,,,
oct - dic 2018,,Arnés ACU,Cables dañados,140470,0,12,3,0,0,0,0,15,107,,,,,,,,,,,,,,,
oct - dic 2018,,Arnés ACU,Enredado,140470,0,4,0,0,0,0,0,4,28,,,,,,,,,,,,,,,
oct - dic 2018,,Arnés ACU,Conector dañado,140470,0,5,4,0,0,0,0,9,64,,,,,,,,,,,,,,,
oct - dic 2018,,Arnés ACU,Mal ruteo,140470,0,1,2,0,0,0,0,3,21,,,,,,,,,,,,,,,
mayo-julio 2018,Jaguar,ARNES BOMBA,Falso Contacto,"129,704",0,1,2,0,0,0,1,4,31,4,3.1,15,0.72,3.82,3,4,0,3,10,0,0,0,48,"2,928"
ago - dic 2019,,ARNES BOMBA,Desconectado,"109,784",0,0,0,0,0,0,6,6,55,5,1.26,15,0.93,2.19,3,4,0,0,0,0,0,0,288,"17,280"
ago - dic 2019,,ARNES CABLE DE PODER,Desconectado,"109,784",0,0,0,0,0,0,7,7,64,5,1.26,20,1.24,2.5,3,4,0,0,0,0,0,0,336,"20,160"
ago - dic 2019,,ARNES CABLE DE PODER,Clip ausente/ Omision de ensamble,"109,784",0,2,1,0,0,0,0,3,27,5,1.26,20,1.24,2.5,3,4,0,6,5,0,0,0,0,660
ago - dic 2019,,ARNES CABLE DE PODER,Clip sin ensamblar,"109,784",0,1,0,0,0,0,0,1,9,4,1.26,20,1.24,2.5,3,4,0,3,0,0,0,0,0,144
ago - dic 2019,,ARNES CABLE DE PODER,Dañado,"109,784",0,1,0,0,0,0,0,1,9,4,1.26,20,1.24,2.5,3,4,0,3,0,0,0,0,0,144
ago - dic 2019,,Arnes cable de tierra,Tornillos barridos,"109,784",0,4,47,0,0,0,0,51,465,5,1.26,20,1.24,2.5,3,9,0,12,235,0,0,0,0,"33,345"
ago - dic 2019,,Arnes cable de tierra,Cable roto,"109,784",0,1,12,0,0,0,0,13,118,5,1.26,20,1.24,2.5,3,4,0,3,60,0,0,0,0,"3,780"
ago - dic 2019,,Arnes cable de tierra,Enredado / atrapado,"109,784",0,1,2,0,0,0,0,3,27,5,1.26,20,1.24,2.5,3,4,0,3,10,0,0,0,0,780
ago - dic 2019,,Arnes cable de tierra,Conector con rebaba,"109,784",0,1,1,0,0,0,0,2,18,5,1.26,20,1.24,2.5,3,4,0,3,5,0,0,0,0,480
ago - dic 2019,,Arnes cable de tierra,Dañado,"109,784",0,2,0,0,0,0,0,2,18,5,1.26,20,1.24,2.5,3,4,0,6,0,0,0,0,0,360
ago - dic 2019,,Arnes cable de tierra,Falla funcional,"109,784",0,0,1,0,0,0,0,1,9,4,1.26,20,1.24,2.5,3,4,0,0,5,0,0,0,0,240
ago - dic 2019,,Arnes cable de tierra,Tornillo ausente,"109,784",0,0,1,0,0,0,0,1,9,4,1.26,20,1.24,2.5,3,4,0,0,5,0,0,0,0,240
ago - dic 2019,,Arnés capacitor,Desconectado,"109,784",0,3,3,0,0,0,7,13,118,5,1.26,20,1.24,2.5,3,4,0,9,15,0,0,0,336,"21,600"
ago - dic 2019,,Arnés capacitor,Cable roto,"109,784",0,0,15,0,0,0,0,15,137,5,1.26,20,1.24,2.5,3,4,0,0,75,0,0,0,0,"4,500"
ago - dic 2019,,Arnés capacitor,Conector quebrado,"109,784",0,1,4,0,0,0,0,5,46,5,1.26,20,1.24,2.5,3,4,0,3,20,0,0,0,0,"1,380"
ago - dic 2019,,Arnés capacitor,Conector con rebaba,"109,784",0,1,1,0,0,0,0,2,18,5,1.26,20,1.24,2.5,3,4,0,3,5,0,0,0,0,480
ago - dic 2019,,Arnés capacitor,Arnes atrapado,"109,784",0,0,1,0,0,0,0,1,9,4,1.26,20,1.24,2.5,3,4,0,0,5,0,0,0,0,240
oct - dic 2018,,Arnés capacitor,Mal ensamblado,140470,0,0,0,0,0,0,1,1,7,1,,,0,0,,,0,0,0,0,0,0,48,0
oct - dic 2018,,Arnés capacitor,Conector Dañado,140470,0,1,0,0,0,0,0,1,7,,,,,,,,,,,,,,,
mayo-julio 2018,Jaguar,ARNES DE MOTOR,Falso contacto,"129,704",0,0,4,0,0,0,1,5,39,4,8.6,10,0.48,9.08,4,4,0,0,20,0,0,0,48,"4,352"
ago - dic 2019,,ARNES DE MOTOR,Desconectado,"109,784",0,2,3,0,0,0,6,11,100,5,1.26,20,1.24,2.5,3,4,0,6,15,0,0,0,288,"18,540"
ago - dic 2019,,ARNES DE MOTOR,Enredado / atrapado,"109,784",0,1,2,0,0,0,0,3,27,5,1.26,20,1.24,2.5,3,4,0,3,10,0,0,0,0,780
ago - dic 2019,,ARNES DE MOTOR,No de parte equivocado,"109,784",0,0,1,0,0,0,0,1,9,4,1.26,20,1.24,2.5,3,4,0,0,5,0,0,0,0,240
ago - dic 2019,,ARNES DE MOTOR,Cable roto,"109,784",0,0,1,0,0,0,0,1,9,4,1.26,20,1.24,2.5,3,4,0,0,5,0,0,0,0,240
oct - dic 2018,,ARNES DE MOTOR,desconectado / mal ensamble,140470,0,2,13,1,0,0,1,17,121,5,,,0,0,,,0,6,65,30,0,0,48,0
oct - dic 2018,,ARNES DE MOTOR,Conector dañado,140470,0,4,3,0,0,0,0,7,50,,,,,,,,,,,,,,,
mayo-julio 2018,Jaguar,Arnes Lid Lock,Desconectado,"129,704",0,7,1,0,0,0,0,8,62,5,0.86,20,0.96,1.82,2,4,0,21,5,0,0,0,0,"1,040"
mayo-julio 2018,Jaguar,Arnes Lid Lock,Falso Contacto,"129,704",0,0,0,0,0,0,1,1,8,1,0.86,20,0.96,1.82,2,4,0,0,0,0,0,0,48,384
oct - dic 2018,,Arnes Lid Lock,desconectado / mal ensamble,140470,0,20,0,0,0,0,1,21,149,5,,,0,0,,,0,60,0,0,0,0,48,0
oct - dic 2018,,Arnes Lid Lock,Conector dañado,140470,0,5,0,0,0,0,0,5,36,,,,,,,,,,,,,,,
oct - dic 2018,,Arnes Lid Lock,Mal ruteo,140470,0,1,1,0,0,0,0,2,14,,,,,,,,,,,,,,,
oct - dic 2018,,Arnes Lid Lock,no activa,140470,0,1,1,0,0,0,0,2,14,,,,,,,,,,,,,,,
oct - dic 2018,,Arnes Lid Lock,Cinta ausente,140470,0,1,0,0,0,0,0,1,7,,,,,,,,,,,,,,,
oct - dic 2018,,Arnes Lid Lock,Pin fuera de dimensión,140470,0,1,0,0,0,0,0,1,7,,,,,,,,,,,,,,,
ago - dic 2019,,Arnes lower,Dañado,"109,784",0,0,0,1,0,0,0,1,9,4,1.26,20,1.24,2.5,3,4,0,0,0,30,0,0,0,"1,440"
mayo-julio 2018,Jaguar,Arnes Preostato,Desconectado,"129,704",0,0,0,0,0,0,1,1,8,1,0.95,15,0.72,1.66,2,4,0,0,0,0,0,0,48,384
mayo-julio 2018,Jaguar,Arnes principal,Desconectado,"129,704",0,1,0,0,0,0,2,3,23,4,3.06,20,0.96,4.01,4,4,0,3,0,0,0,0,96,"6,336"
mayo-julio 2018,Jaguar,Arnes principal,Falso contacto,"129,704",0,0,0,0,0,0,1,1,8,1,3.06,20,0.96,4.01,4,4,0,0,0,0,0,0,48,768
ago - dic 2019,,Arnes principal,Mal ensamblado,"109,784",0,2,0,1,0,0,0,3,27,5,4.42,20,1.24,5.66,4,4,0,6,0,30,0,0,0,"2,880"
ago - dic 2019,,Arnes principal,Dañado,"109,784",0,4,0,0,0,0,0,4,36,5,4.42,20,1.24,5.66,4,4,0,12,0,0,0,0,0,960
ago - dic 2019,,Arnés upper,Pin dañado,"109,784",0,3,0,0,0,0,0,3,27,5,1.26,20,1.24,2.5,3,4,0,9,0,0,0,0,0,540
oct - dic 2018,,Arnés upper,conector dañados,140470,0,6,3,0,0,0,0,9,64,,,,,,,,,,,,,,,
oct - dic 2018,,Arnés upper,ausente,140470,0,1,1,0,0,0,0,2,14,,,,,,,,,,,,,,,
oct - dic 2018,,Arnés upper,Equivocado,140470,0,3,0,0,0,0,0,3,21,,,,,,,,,,,,,,,
oct - dic 2018,,Arnés upper,Intermitencía,140470,0,0,2,0,0,0,0,2,14,,,,,,,,,,,,,,,
mayo-julio 2018,Jaguar,ARNES VÁLVULA,Abierto,"129,704",0,0,0,0,0,0,1,1,8,1,0.95,15,0.72,1.66,2,4,0,0,0,0,0,0,48,384
ago - dic 2019,,ARNES VÁLVULA,Desconectado,"109,784",0,2,2,0,0,0,10,14,128,5,1.26,20,1.24,2.5,3,4,0,6,10,0,0,0,480,"29,760"
oct - dic 2018,,Arneses,abierto,140470,0,0,0,0,0,0,2,2,14,,,,,,,,,,,,,,,
oct - dic 2018,,Arneses,desconectado,140470,0,0,0,0,0,0,1,1,7,,,,,,,,,,,,,,,
Jul - Sep 2018,Jaguar,Arneses,No enciende- Desajustados ,128205,0,11,5,0,0,0,2,18,140,4,2.5,20,50,52.5,4,4,,3,5,,,,48,3584
ago - dic 2019,,Auger agitador,Quebrado / pestaña quebrada,"109,784",0,3,20,0,0,0,0,23,210,5,1.85,10,0.62,2.47,3,4,0,9,100,0,0,0,0,"6,540"
ago - dic 2019,,Auger agitador,Ausente,"109,784",0,2,0,0,0,0,0,2,18,5,1.85,10,0.62,2.47,3,4,0,6,0,0,0,0,0,360
ago - dic 2019,,BALERO,Fuera de posición,"109,784",0,0,0,0,0,0,1,1,9,4,0.6,30,1.87,2.47,3,4,0,0,0,0,0,0,48,"2,304"
oct - dic 2018,,BALERO,con ruido,140470,0,1,0,0,0,0,1,2,14,2,,,0,0,,,0,3,0,0,0,0,48,0
mayo-julio 2018,Jaguar,BANDA,No lava -Mal Ensamble,"129,704",0,1,1,0,0,0,1,3,23,4,0,10,0.48,0.48,1,4,0,3,5,0,0,0,48,896
mayo-julio 2018,Jaguar,BANDA,Dañada,"129,704",0,0,0,0,0,0,1,1,8,1,0,10,0.48,0.48,1,4,0,0,0,0,0,0,48,192
ago - dic 2019,,BANDA,Suelta / Mal colocada,"109,784",0,1,1,0,0,0,8,10,91,5,0.37,10,0.62,0.99,1,4,0,3,5,0,0,0,384,"7,840"
ago - dic 2019,,BANDA,Ausente,"109,784",0,6,11,0,0,0,0,17,155,5,0.37,10,0.62,0.99,1,4,0,18,55,0,0,0,0,"1,460"
oct - dic 2018,,BANDA,rota,140470,0,0,0,0,0,0,2,2,14,2,,,0,0,,,0,0,0,0,0,0,96,0
oct - dic 2018,,BANDA,desajustada / mal ensamble,140470,0,1,0,0,0,0,2,3,21,3,,,0,0,,,0,3,0,0,0,0,96,0
oct - dic 2018,,BANDA,dañada,140470,0,0,0,1,0,0,2,3,21,3,,,0,0,,,0,0,0,30,0,0,96,0
oct - dic 2018,,BANDA,tensa,140470,0,0,0,0,0,0,1,1,7,1,,,0,0,,,0,0,0,0,0,0,48,0
oct - dic 2018,,BANDA,desgastada,140470,0,0,0,0,0,0,1,1,7,1,,,0,0,,,0,0,0,0,0,0,48,0
oct - dic 2018,,BANDA,Ausente,140470,0,13,12,0,0,0,0,25,178,,,,,,,,,,,,,,,
Jul - Sep 2018,Jaguar,BANDA,Suelta/Desajustada ,128205,0,0,0,0,0,0,3,3,23,1,0.2,5,12.5,12.7,1,4,,,,,,,48,192
Jul - Sep 2018,Jaguar,BANDA,Torcida,128205,0,0,0,0,0,0,1,1,8,1,0.2,5,12.5,12.7,1,3,,,,,,,48,144
ago - dic 2019,,BASE PROT-PACKAGIN,Dañada en tarima,"109,784",9,0,0,0,0,0,0,9,82,5,2.06,5,0.31,2.37,3,4,9,0,0,0,0,0,0,540
ago - dic 2019,,BASE PROT-PACKAGIN,Despegada,"109,784",6,0,0,0,0,0,0,6,55,5,2.06,5,0.31,2.37,3,4,6,0,0,0,0,0,0,360
ago - dic 2019,,BASE PROT-PACKAGIN,Falta EPS,"109,784",3,0,0,0,0,0,0,3,27,5,2.06,5,0.31,2.37,3,4,3,0,0,0,0,0,0,180
ago - dic 2019,,BASE PROT-PACKAGIN,Fuera de dimensión,"109,784",2,0,0,0,0,0,0,2,18,5,2.06,5,0.31,2.37,3,4,2,0,0,0,0,0,0,120
oct - dic 2018,,Base protectora de motor / Cover pulley,Mal ensamblado,140470,0,0,0,0,0,0,3,3,21,,,,,,,,,,,,,,,
oct - dic 2018,,Base protectora de motor / Cover pulley,Tornillo mal ensamblado / atorado,140470,0,1,1,0,0,0,0,2,14,,,,,,,,,,,,,,,
oct - dic 2018,,Base protectora de motor / Cover pulley,Ausente,140470,0,3,0,0,0,0,0,3,21,,,,,,,,,,,,,,,
oct - dic 2018,,Base protectora de motor / Cover pulley,Deforme,140470,0,1,0,0,0,0,0,1,7,,,,,,,,,,,,,,,
oct - dic 2018,,Base protectora de motor / Cover pulley,Tiro corto,140470,0,1,0,0,0,0,0,1,7,,,,,,,,,,,,,,,
oct - dic 2018,,Base protectora de motor / Cover pulley,tornillo ausente,140470,0,5,0,0,0,0,0,5,36,,,,,,,,,,,,,,,
oct - dic 2018,,Base protectora de motor / Cover pulley,Dentro de unidad,140470,0,3,0,0,0,0,0,3,21,,,,,,,,,,,,,,,
oct - dic 2018,,Base protectora de motor / Cover pulley,Falta de torque,140470,0,2,0,1,0,0,0,3,21,,,,,,,,,,,,,,,
oct - dic 2018,,Bobina ,Abierto,140470,0,0,0,0,0,0,1,1,7,,,,,,,,,,,,,,,
ago - dic 2019,,BOBINA DE VALVULA,Agrietada,"109,784",0,0,0,0,0,0,1,1,9,4,1.77,15,0.93,2.7,3,4,0,0,0,0,0,0,48,"2,304"
ago - dic 2019,,BOLAS DE SUSPENSIÓN,Rotas,"109,784",0,2,3,0,0,0,19,33,301,5,0.7,30,1.87,2.57,3,4,0,6,15,0,0,360,912,"77,580"
ago - dic 2019,,BOLAS DE SUSPENSIÓN,Sueltas,"109,784",0,0,0,0,0,0,1,1,9,4,0.06,30,1.87,1.93,3,4,0,0,0,0,0,0,48,"2,304"
mayo-julio 2018,Jaguar,BOMBA,Dañada,"129,704",0,6,2,0,0,0,6,14,108,5,4.14,15,0.72,4.85,4,4,0,18,10,0,0,0,288,"25,280"
ago - dic 2019,,BOMBA,Quebrada,"109,784",0,13,8,0,0,0,3,24,219,5,2.6,15,0.93,3.53,3,4,0,39,40,0,0,0,144,"13,380"
ago - dic 2019,,BOMBA,En corto / no activa,"109,784",1,0,0,0,0,0,3,4,36,5,2.6,15,0.93,3.53,3,4,1,0,0,0,0,0,144,"8,700"
ago - dic 2019,,BOMBA,Abierta,"109,784",0,0,0,0,0,0,3,3,27,5,2.6,15,0.93,3.53,3,4,0,0,0,0,0,0,144,"8,640"
ago - dic 2019,,BOMBA,Dañada,"109,784",0,0,0,0,0,0,2,2,18,5,2.6,15,0.93,3.53,3,4,0,0,0,0,0,0,96,"5,760"
ago - dic 2019,,BOMBA,Quemada,"109,784",0,0,0,0,0,0,1,1,9,4,2.6,15,0.93,3.53,3,4,0,0,0,0,0,0,48,"2,304"
ago - dic 2019,,BOMBA,Abrazadera mal ensamblada,"109,784",0,11,0,0,0,0,0,11,100,5,2.6,15,0.93,3.53,3,4,0,33,0,0,0,0,0,"1,980"
ago - dic 2019,,BOMBA,Manguera dañada,"109,784",0,0,0,1,0,0,0,1,9,4,2.6,15,0.93,3.53,3,4,0,0,0,30,0,0,0,"1,440"
ago - dic 2019,,BOMBA,conector dañado,"109,784",0,0,3,0,0,0,0,3,27,5,2.6,15,0.93,3.53,3,4,0,0,15,0,0,0,0,900
ago - dic 2019,,BOMBA,Manguera mal ensamblada,"109,784",0,0,2,0,0,0,0,2,18,5,2.6,15,0.93,3.53,3,4,0,0,10,0,0,0,0,600
ago - dic 2019,,BOMBA,Tornillo ausente,"109,784",0,1,1,0,0,0,0,2,18,5,2.6,15,0.93,3.53,3,4,0,3,5,0,0,0,0,480
ago - dic 2019,,BOMBA,Mal ensamblada,"109,784",0,2,0,0,0,0,0,2,18,5,2.6,15,0.93,3.53,3,4,0,6,0,0,0,0,0,360
oct - dic 2018,,BOMBA,pegada,140470,0,0,0,0,0,0,2,2,14,2,,,0,0,,,0,0,0,0,0,0,96,0
oct - dic 2018,,BOMBA,Mal ensamblada,140470,0,12,4,1,0,0,2,19,135,5,,,0,0,,,0,36,20,30,0,0,96,0
oct - dic 2018,,BOMBA,bomba tapada,140470,0,0,0,0,0,0,2,2,14,2,,,0,0,,,0,0,0,0,0,0,96,0
oct - dic 2018,,BOMBA,abierto,140470,0,0,0,0,0,0,2,2,14,2,,,0,0,,,0,0,0,0,0,0,96,0
oct - dic 2018,,BOMBA,tapado,140470,0,0,0,0,0,0,1,1,7,1,,,0,0,,,0,0,0,0,0,0,48,0
oct - dic 2018,,BOMBA,Bomba ciclada,140470,0,0,0,0,0,0,1,1,7,1,,,0,0,,,0,0,0,0,0,0,48,0
oct - dic 2018,,BOMBA,Dañada,140470,0,23,12,0,0,0,0,35,249,,,,,,,,,,,,,,,
Jul - Sep 2018,Jaguar,BOMBA,No drena/ TIra agua -Abierta,128205,0,8,8,0,0,0,4,20,156,4,3.1,15,37.5,40.6,4,4,,3,5,,,,48,3584
Jul - Sep 2018,Jaguar,BOMBA,No drena - dañada ,128205,0,5,0,0,0,0,1,6,47,2,3.1,15,37.5,40.6,4,4,,,,,,,48,1536
Jul - Sep 2018,Jaguar,BOMBA,No lava-Quemada ,128205,0,0,0,0,0,0,1,1,8,1,3.1,15,37.5,40.6,4,4,,,,,,,48,768
ago - dic 2019,,BOMBA // ACU,En corto,"109,784",0,0,0,0,0,0,1,1,9,4,2.6,15,0.93,3.53,3,4,0,0,0,0,0,0,48,"2,304"
oct - dic 2018,,Boton,Duro / Atorado,140470,0,0,0,0,0,0,4,4,28,,,,,,,,,,,,,,,
ago - dic 2019,,Bracket housing,Tornillo ausente,"109,784",0,0,3,0,0,0,0,3,27,5,1.62,10,0.62,2.24,3,4,0,0,15,0,0,0,0,900
ago - dic 2019,,Bracket housing,Tornillo falta de torque,"109,784",0,2,0,0,0,0,0,2,18,5,1.62,10,0.62,2.24,3,4,0,6,0,0,0,0,0,360
ago - dic 2019,,Bracket housing,Pestaña deforme,"109,784",2,0,0,0,0,0,0,2,18,5,1.62,10,0.62,2.24,3,4,2,0,0,0,0,0,0,120
ago - dic 2019,,Bracket housing,Tiro corto,"109,784",1,0,0,0,0,0,0,1,9,4,1.62,10,0.62,2.24,3,4,1,0,0,0,0,0,0,48
ago - dic 2019,,Bracket metalico,Agrietado,"109,784",0,34,0,0,0,0,0,34,310,5,0.19,2,0.12,0.31,1,4,0,102,0,0,0,0,0,"2,040"
ago - dic 2019,,Bracket metalico,Tornillo ausente,"109,784",0,1,0,0,0,0,0,1,9,4,0.19,2,0.12,0.31,1,4,0,3,0,0,0,0,0,48
ago - dic 2019,,Bumper,Ausente,"109,784",0,3,0,0,0,0,0,3,27,5,0.06,2,0.12,0.18,1,4,0,9,0,0,0,0,0,180
ago - dic 2019,,Cable poder,Clip Ausente,"109,784",23,0,0,0,0,0,0,23,210,5,1.51,5,0.31,1.82,2,4,23,0,0,0,0,0,0,920
ago - dic 2019,,Cable poder,Tornillo Barrido,"109,784",0,7,0,0,0,0,0,7,64,5,1.51,5,0.31,1.82,2,4,0,21,0,0,0,0,0,840
ago - dic 2019,,Cable poder,Clip sin ensamblar,"109,784",0,0,2,0,0,0,0,2,18,5,1.51,5,0.31,1.82,2,4,0,0,10,0,0,0,0,400
ago - dic 2019,,Cable poder,Terminal doblada,"109,784",0,0,1,0,0,0,0,1,9,4,1.51,5,0.31,1.82,2,4,0,0,5,0,0,0,0,160
ago - dic 2019,,Cable poder,Falla funcional,"109,784",0,1,0,0,0,0,0,1,9,4,1.51,5,0.31,1.82,2,4,0,3,0,0,0,0,0,96
ago - dic 2019,,Cable poder,Distancia de clip corta,"109,784",1,0,0,0,0,0,0,1,9,4,1.51,5,0.31,1.82,2,4,1,0,0,0,0,0,0,32
oct - dic 2018,,Cable poder,Mal ensamblado,140470,0,0,0,0,0,0,4,4,28,4,,,0,0,,,0,0,0,0,0,0,192,0
oct - dic 2018,,Cable poder,Desconectado,140470,0,0,0,0,0,0,2,2,14,2,,,0,0,,,0,0,0,0,0,0,96,0
oct - dic 2018,,Cable poder,Abierto,140470,0,0,0,0,0,0,2,2,14,2,,,0,0,,,0,0,0,0,0,0,96,0
oct - dic 2018,,Cable poder,Pestaña quebrada,140470,0,1,0,0,0,0,0,1,7,,,,,,,,,,,,,,,
oct - dic 2018,,Cam,Mal ensamblado,140470,0,26,25,2,0,0,13,66,470,,,,,,,,,,,,,,,
oct - dic 2018,,Cam,Reseco,140470,0,0,0,0,0,0,1,1,7,1,,,0,0,,,0,0,0,0,0,0,48,0
oct - dic 2018,,Cam,Pegado,140470,0,0,0,0,0,0,1,1,7,1,,,0,0,,,0,0,0,0,0,0,48,0
oct - dic 2018,,Cam,abierto,140470,0,0,0,0,0,0,1,1,7,1,,,0,0,,,0,0,0,0,0,0,48,0
oct - dic 2018,,Cam,Dañado / Quebrado,140470,0,1,1,0,0,0,1,3,21,,,,,,,,,,,,,,,
oct - dic 2018,,Cam,Tiro corto / incompleto,140470,1,0,1,0,0,0,0,2,14,,,,,,,,,,,,,,,
oct - dic 2018,,Cam,Mordazas dañadas,140470,0,0,0,1,0,0,0,1,7,,,,,,,,,,,,,,,
oct - dic 2018,,Cam,Tornillo ausente,140470,0,1,0,0,0,0,0,1,7,,,,,,,,,,,,,,,
oct - dic 2018,,Cam,Tornillos barridos,140470,0,6,0,0,0,0,0,6,43,,,,,,,,,,,,,,,
mayo-julio 2018,Jaguar,CAM SPLUTCH,Mal ensamble,"129,704",0,0,0,0,0,0,10,10,77,5,1.06,20,0.96,2.02,2,4,0,0,0,0,0,0,480,"19,200"
mayo-julio 2018,Jaguar,CAM SPLUTCH,Ruido,"129,704",0,0,0,0,0,0,2,2,15,3,1.06,20,0.96,2.02,2,4,0,0,0,0,0,0,96,"2,304"
mayo-julio 2018,Jaguar,CAM SPLUTCH,Pegado,"129,704",0,0,0,0,0,0,2,2,15,3,1.06,20,0.96,2.02,2,4,0,0,0,0,0,0,96,"2,304"
mayo-julio 2018,Jaguar,CAM SPLUTCH,Desgaste,"129,704",0,0,0,0,0,0,1,1,8,1,1.06,20,0.96,2.02,2,4,0,0,0,0,0,0,48,384
mayo-julio 2018,Jaguar,CAM SPLUTCH,Duro,"129,704",0,0,0,0,0,0,1,1,8,1,1.06,20,0.96,2.02,2,4,0,0,0,0,0,0,48,384
ago - dic 2019,,CAM SPLUTCH,Fuera de posición / Mal ensamble,"109,784",0,4,5,3,0,0,17,29,264,5,0.14,5,0.31,0.45,1,4,0,12,25,90,0,0,816,"18,860"
ago - dic 2019,,CAM SPLUTCH,Quebrado,"109,784",0,1,0,0,0,0,1,2,18,5,0.14,5,0.31,0.45,1,4,0,3,0,0,0,0,48,"1,020"
Jul - Sep 2018,Jaguar,CAM SPLUTCH,Suelto/Desajustado ,128205,0,7,1,1,0,0,11,20,156,4,0.14,20,50,50.14,4,4,,,,,,,48,3072
oct - dic 2018,,Cam/capacitor,abierto,140470,0,0,0,0,0,0,1,1,7,,,,,,,,,,,,,,,
mayo-julio 2018,Jaguar,Canasta,Rompe la ropa,"129,704",0,0,0,0,0,0,1,1,8,1,8.59,60,2.87,11.46,5,4,0,0,0,0,0,0,48,960
ago - dic 2019,,Canasta drum,Mal clinchada,"109,784",0,8,0,0,0,0,0,8,73,5,6.13,60,3.73,9.86,4,4,0,24,0,0,0,0,0,"1,920"
ago - dic 2019,,Canasta drum,Mal rectificado,"109,784",0,5,0,0,0,0,0,5,46,5,6.13,60,3.73,9.86,4,4,0,15,0,0,0,0,0,"1,200"
ago - dic 2019,,Canasta drum,Mal ensamble,"109,784",0,2,1,0,0,0,0,3,27,5,6.13,60,3.73,9.86,4,4,0,6,5,0,0,0,0,880
ago - dic 2019,,Canasta drum,Golpeada,"109,784",0,1,1,0,0,0,0,2,18,5,6.13,60,3.73,9.86,4,4,0,3,5,0,0,0,0,640
ago - dic 2019,,Canasta drum,Fuera de especificación,"109,784",0,2,0,0,0,0,0,2,18,5,6.13,60,3.73,9.86,4,4,0,6,0,0,0,0,0,480
ago - dic 2019,,Canasta drum,Base golpeado / quebrado,"109,784",0,0,1,0,0,0,0,1,9,4,6.13,60,3.73,9.86,4,4,0,0,5,0,0,0,0,320
ago - dic 2019,,Canasta drum,Balance golpeado / quebrado,"109,784",0,0,1,0,0,0,0,1,9,4,6.13,60,3.73,9.86,4,4,0,0,5,0,0,0,0,320
ago - dic 2019,,Canasta drum,Mal ensamble de tapón en balance ring,"109,784",0,1,0,0,0,0,0,1,9,4,6.13,60,3.73,9.86,4,4,0,3,0,0,0,0,0,192
ago - dic 2019,,CAP HINGE,Rayadas,"109,784",535,0,0,0,0,0,0,535,4873,5,0.12,1,0.06,0.18,1,4,535,0,0,0,0,0,0,"10,700"
ago - dic 2019,,CAP HINGE,Equivocado,"109,784",242,0,0,0,0,0,0,242,2204,5,0.12,1,0.06,0.18,1,4,242,0,0,0,0,0,0,"4,840"
ago - dic 2019,,CAP HINGE,Quebrado,"109,784",2,0,0,0,0,0,0,2,18,5,0.12,1,0.06,0.18,1,4,2,0,0,0,0,0,0,40
mayo-julio 2018,Jaguar,CAPACITOR,Desconectado,"129,704",0,1,2,0,0,0,2,5,39,4,2.22,5,0.24,2.46,3,4,0,3,10,0,0,0,96,"5,232"
mayo-julio 2018,Jaguar,CAPACITOR,Dañado,"129,704",0,9,1,0,0,0,0,10,77,5,2.22,15,0.72,2.94,3,4,0,27,5,0,0,0,0,"1,920"
mayo-julio 2018,Jaguar,CAPACITOR,Quemado,"129,704",0,0,0,0,0,0,1,1,8,1,2.22,15,0.72,2.94,3,4,0,0,0,0,0,0,48,576
mayo-julio 2018,Jaguar,CAPACITOR,Abierto,"129,704",0,0,0,0,0,0,1,1,8,1,2.22,15,0.72,2.94,3,4,0,0,0,0,0,0,48,576
mayo-julio 2018,Jaguar,CAPACITOR,En corto,"129,704",0,0,0,0,0,0,1,1,8,1,2.22,15,0.72,2.94,3,4,0,0,0,0,0,0,48,576
ago - dic 2019,,CAPACITOR,Dañado / Quebrado,"109,784",0,1,1,0,0,0,1,3,27,5,2.02,15,0.93,2.95,3,4,0,3,5,0,0,0,48,"3,360"
ago - dic 2019,,CAPACITOR,Conector invertido,"109,784",45,0,0,0,0,0,0,45,410,5,2.02,15,0.93,2.95,3,4,45,0,0,0,0,0,0,"2,700"
